userId,movieId,tag
6550,76680,independent film
6550,76729,independent film
62199,76816,Wai-keung Lau
62199,76818,Te-Sheng Wei
6550,76862,independent film
70092,77204,Betamax
62199,77210,K.S. Adiyaman
6550,77444,taiwan
6550,77613,sailor
6550,77682,thai
6550,77688,woman director
42496,77711,twisted romance
21096,77816,religion
62199,77907,Mads Brügger
6550,77985,human relationship
6550,78043,otoko wa tsurai yo
141361,78054,Finnish
62199,78064,Zane Vella
21842,78097,indonesia
6550,78122,woman director
6550,78132,Fangoria
70092,78145,CLV
125054,78184,period piece
6550,78360,lithuania
62199,78379,Aleksandr Sokurov
6550,78461,independent film
62199,78614,Nuri Bilge Ceylan
6550,78640,independent film
62199,78646,Mike Leigh
160256,78666,late-career surprise
6550,78698,suspense
6550,78719,woman director
6550,78829,woman director
6550,78838,suspense
6550,78913,sport
21096,78974,made for TV
6550,78991,sport
62199,79045,Mark Cowen
6550,79081,submarine
6550,79111,criminal
6550,79195,bollywood
6550,79213,biography
6550,79234,martial arts
6550,79238,rage
62199,79276,Jacques Rivette
6550,79329,theatre play
62199,79458,Nagisa Ôshima
62199,79475,Sang-soo Hong
34164,79494,satire
6550,79601,woman director
21096,79603,nudity (full frontal)
6550,79636,independent film
21096,79741,disability
6550,79767,independent film
6550,79771,jesse james
6550,79775,paris
62199,79802,Pablo Trapero
62199,79866,Marc Levin
6550,79929,Magnolia Pictures
6550,79980,independent film
62199,80004,Luis Mandoki
6550,80129,cinema novo
62199,80146,Raoul Ruiz
141361,80204,Finnish
6550,80230,woman director
6550,80233,suspense
6550,80271,independent film
6550,80376,independent film
6550,80417,island
6550,80430,independent film
6550,80444,hunchback
6550,80472,divorce
85115,80557,summer
162102,80562,Jason Behr
6550,80818,independent film
62199,80827,Jack Conway
6550,80986,marriage of convenience
62199,81031,Niels Arden Oplev
6550,81130,woman director
6550,81147,teenager
6550,81195,suspense
6550,81225,musical
6550,81351,the olsen gang
62199,81357,Dariush Mehrjui
6550,81381,art
6550,81387,singapore
6550,81667,woman director
6550,81733,short
42496,81825,exploitation
21096,81898,musicians
6550,81930,woman director
62199,81959,Michel Deville
6550,81987,woman director
6550,82063,woman director
6550,82108,independent film
6550,82110,family secret
6550,82115,christmas
62199,82175,Bryan Poyser
6550,82179,jamaica
104708,82261,fascinating
6550,82304,mirror
70092,82332,BD-R
62199,82335,Louis Malle
6550,82362,silent film
6550,82370,based on novel or book
160256,82382,Late-career surprise
6550,82567,cannery
6550,82591,independent film
6550,82631,hyeongsa
62199,82906,Ravi Chopra
6550,83161,allelopathy
6550,83225,woman director
6550,83227,suspense
6550,83295,romantic comedy
62199,83334,Gideon Raff
6550,83337,bollywood
6550,83339,bollywood
6550,83357,u.s. air force
6550,83430,diamond heist
70092,83464,BD-R
6550,83533,gay
6550,83562,woman director
6550,83616,biography
141361,83760,Finnish
6550,83842,woman director
6550,83927,nazi spy
6550,83956,musical
6550,83986,drugs
62199,84098,Jean Negulesco
62199,84103,Philippe Falardeau
6550,84181,ninja
62199,84223,Stéphane Brizé
131237,84226,Matteo Garrone
6550,84281,buster keaton
6550,84304,mind reading
6550,84372,doctor
62199,84455,Bruno Dumont
6550,84473,woman director
124818,84483,deadpan
6550,84510,mummy
108703,84553,finnish
21096,84555,William Faulkner
6550,84559,greece
6550,84619,ninja fighter
6550,84643,pioneers
72360,84648,might like
21096,84660,nudity (topless)
70092,84689,BD-R
62199,84829,Raoul Ruiz
6550,84948,oil well
72360,85369,might like
6550,85503,sport
70092,85505,Stereoscopic 3-D
6550,85538,independent film
108521,85570,Argentina
62199,85792,Mitchell Leisen
6550,85874,sequel
6550,85889,u.s. navy
62199,85910,Elia Suleiman
6550,86061,woman director
70092,86079,BD-R
6550,86081,woman director
6550,86170,independent film
6550,86330,sport
6550,86343,independent film
62926,86412,inspirational
6550,86476,love of one's life
6550,86495,independent film
141263,86518,German Expressionism
62199,86536,Frederick Wiseman
6550,86583,multinational
70092,86622,BD-R
63445,86721,drama
70092,86723,BD-R
6550,86760,dogme 95
62199,86768,Sang-soo Hong
62199,86770,Manoel de Oliveira
141361,86795,Finnish
17911,86837,bad acting
62199,86949,Conor Horgan
6550,87012,lyme disease
6550,87016,independent film
62199,87033,Sadao Yamanaka
6550,87049,independent film
6550,87055,woman director
6550,87071,woman director
21096,87229,movie business
62199,87266,Alfred Santell
80247,87296,etaege
21096,87332,nudity (topless)
6550,87366,woman director
21096,87370,Indonesia
6550,87378,woman director
6550,87410,chosen one
6550,87516,africa
6550,87527,sport
6550,87556,lesbian
6550,87560,sport
70092,87564,BD-R
62199,87618,Francesco Rosi
6550,87644,independent film
6550,87691,woman director
62199,87745,Frank Borzage
100702,87769,Nadeshda Brennicke
141361,87802,Finnish
62199,87880,John Guillermin
6550,87977,georgia
6550,88028,drama
62199,88047,Jean-Luc Godard
62199,88049,Sang-soo Hong
62199,88099,Joseph Sargent
62199,88133,Ingmar Bergman
6550,88177,war of 1812
78784,88203,multi-level marketing
6550,88228,vice squad
62199,88252,Ragnar Bragason
6550,88307,sport
42496,88321,alcoholism
100702,88335,cast
62199,88352,Anthony Asquith
62199,88376,Simon Wincer
62199,88382,Safy Nebbou
21096,88398,politics
6550,88400,woman director
6550,88411,trilogy
6550,88423,independent film
6550,88511,new york city
6550,88548,musical
62199,88568,Sang-soo Hong
6550,88580,japanese new wave
23295,88597,bloggers
6550,88607,well
125809,88642,russian
70092,88646,BD-R
70092,88674,DVD-Video
88790,88688,anthology
6550,88697,woman director
6550,88814,woman director
6550,88816,anti-communism
6550,88855,drama
62199,88886,Takashi Miike
62199,88975,Yasujirô Ozu
39183,89010,music group
21096,89100,Vietnam War
6550,89110,possession
62199,89135,Pietro Germi
62199,89162,Kenneth Bowser
39983,89192,easily confused with other movie(s) (title)
62199,89215,Zachary Levy
6550,89270,woman director
6550,89308,fisherman
6550,89393,neorrealismo
70092,89398,BD-R
62199,89403,Philip Leacock
70092,89485,Stereoscopic 3-D
6550,89537,woman director
6550,89613,woman director
62199,89618,Michel Deville
6550,89664,photos
6550,89701,flooding
62199,89800,Erle C. Kenton
6550,89910,woman director
6550,89912,homosexuality
6550,89924,Magnolia Pictures
100702,89926,Wotan Wilke MÃ¶hring
62199,89961,Ruben Östlund
62522,89963,Cannes
94026,90009,seen 2011
62199,90017,Fernando di Leo
62199,90035,Abbas Kiarostami
62199,90084,Abbas Kiarostami
62199,90104,Abbas Kiarostami
6550,90170,religion
62199,90196,Frank Launder
62199,90247,Michael Glawogger
21096,90264,made for TV
100702,90270,Mads Mikkelsen
21096,90273,World War II
62199,90281,Sergei Loznitsa
6550,90306,woman director
6550,90308,woman director
6550,90314,woman director
70092,90488,Betamax
62199,90514,Abby Berlin
62199,90543,James Benning
6550,90566,asaltantes
62199,90609,Krzysztof Zanussi
21096,90668,nudity (full frontal)
6550,90700,woman director
78784,90769,media manipulation
6550,90777,independent film
6550,90806,mughal empire
6550,90886,woman director
6550,90937,single mother
6550,90951,anarchist
6550,90965,homosexuality
62199,91071,Joseph L. Mankiewicz
62199,91106,Volker Schlöndorff
6550,91161,husband and wife sleuths
6550,91163,cattle ranch
21096,91167,politics
62199,91169,Kyle Patrick Alvarez
6550,91195,independent film
6550,91213,woman director
6550,91216,independent film
6550,91248,johann sebastian bach
62199,91395,Robert Altman
70092,91511,BD-R
70092,91562,BD-R
21096,91601,nudity (topless)
62199,91603,Santiago Mitre
6550,91619,bourgeoisie
6550,91664,woman director
62199,91718,Ernst Lubitsch
6550,91766,mobster
6550,91834,car race
143000,91880,fraternization with the enemy
6550,91894,independent film
62199,92027,Frank Borzage
6550,92032,mafia
6550,92085,martial arts
6550,92102,italian
6550,92122,woman director
62199,92124,Harun Farocki
6550,92126,israeli palestinian conflict
6550,92132,silent film
137213,92154,devil
62199,92196,Frederick Wiseman
70092,92268,DVD-Video
6550,92354,spaghetti western
62199,92382,Kenji Mizoguchi
6550,92412,woman director
62199,92446,Alberto Lattuada
21096,92455,politics
21096,92477,directorial debut
6550,92600,publicity
21096,92648,New York City
141361,92730,Finnish
62199,92758,John Kent Harrison
6550,92852,based on children's book
6550,92872,woman director
21096,92881,nudity (topless)
6550,92927,silent film
6550,92948,woman director
6550,92956,juvenile delinquent
6550,93083,musical
62199,93168,Yasujirô Ozu
21096,93172,nudity (full frontal)
6550,93185,tv movie
6550,93210,woman director
62199,93289,Mika Kaurismäki
6550,93365,woman director
6550,93397,gatling gun
6550,93439,landscape
160256,93441,long
6550,93455,woman director
6550,93535,thriller
142801,93649,food
62199,93652,Frederick Wiseman
62199,93669,Jorge Sanjinés
6550,93729,pageant
6550,93775,finnish culture and traditions
70092,93834,BD-R
62199,93909,Semih Kaplanoglu
62199,94101,Yoav Potash
6550,94157,short
6550,94184,violent death
6550,94308,singing cowboy
6550,94310,soccer
6550,94442,japanese new wave
6550,94471,duringcreditsstinger
6550,94494,woman director
6550,94668,argentina
6550,94670,drinking
62199,94765,Mikko Niskanen
62199,94788,Robert Stevenson
6550,94891,woman director
6550,94980,biography
88790,95002,easily confused with other movie(s) (title)
6550,95010,independent film
6550,95012,stand-up comedy
6550,95036,woman director
6550,95109,bodybuilder
6550,95234,flying
6550,95305,category iii
6550,95521,lithuania
62199,95563,Cecil B. DeMille
70092,95565,BD-R
17911,95578,colombia
156615,95591,visually stunning
6550,95643,jungle
21096,95688,nudity (topless)
21096,95750,based on a book
21096,95767,based on a book
72360,95843,might like
6550,95975,suspense
6550,96030,ax
6550,96071,woman director
6550,96216,experimental
6550,96221,greek
62199,96225,Jerzy Skolimowski
78784,96316,aging
6550,96383,woman director
6550,96413,oedipus
6550,96423,live action and animation
6550,96435,woman director
21096,96530,nudity (topless)
162102,96539,Nathalie Baye
62199,96681,Roberto Rossellini
162102,96702,Joachim Paul Assböck
42496,96739,didactic
6550,96836,iceland
62199,96840,Rafi Pitts
62199,96947,Rúnar Rúnarsson
21096,96962,based on a play
62199,97124,Jean Afanassieff
62199,97148,Richard Schickel
62199,97184,Henri Verneuil
6550,97227,woman director
62199,97319,Yuri Zhelyabuzhsky
89872,97332,polyamory
62199,97466,Dan Chaykin
6550,97470,duringcreditsstinger
6550,97494,private investigator
33844,97533,New York City
62199,97544,Richard Schickel
97460,97550,drugs
62199,97595,Jeremy Seifert
21096,97597,nudity (topless)
6550,97670,new orleans
6550,97703,biography
80587,97724,pink film
123415,97757,documentary
21096,97808,nudity (topless)
62199,97828,Dariush Mehrjui
6550,97845,documentary filmmaking
62199,97878,Henry King
62199,97895,Lenny Abrahamson
21096,98002,nudity (topless)
62199,98022,Frédéric Jardin
6550,98030,disaster
6550,98045,woman director
108503,98059,MUBI
6550,98109,agoraphobia
62199,98144,Terry Benedict
6550,98162,land sale
6550,98167,car chase
70092,98200,Betamax
62199,98228,Stephen Frears
62199,98241,Tom Lin
6550,98339,woman director
70092,98389,BD-R
80247,98398,etaegeshelf
21096,98409,movie business
6550,98475,crime
6550,98511,woman director
46357,98570,entertaining
62199,98697,Claude Lelouch
70092,98757,BD-Video
62199,98922,Mathieu Kassovitz
62199,98924,Pierre Schöller
6550,98929,woman director
21096,99020,politics
21096,99026,nudity (topless)
6550,99210,texas ranger
6550,99260,christian
6550,99327,telephone call
21096,99439,fashion
21096,99446,fashion
62199,99495,Pablo Giorgelli
6550,99497,based on a true story
79709,99549,Comedy
6550,99615,gay interest
150005,99665,Cautionary fable
62199,99673,Raoul Ruiz
6550,99731,police officer
6550,99735,independent film
62199,99809,Peter Nicks
6550,99899,woman director
6550,99939,movie business
6550,100001,silent film star
62199,100036,Brett Morgen
6550,100048,based on a true story
14116,100072,narrated
62199,100077,Fruit Chan
